;$FILEVERSION=1.1
;$STARTTIME=45937.0536003472
;
;   Start time: 07/10/2025 01:17:11.070.0
;   Generated by PCAN-View v5.3.0.942
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  9984)     14332.4  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  9985)     14333.4  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  9986)     14333.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  9987)     14334.4  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  9988)     14335.5  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  9989)     14335.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  9990)     14336.4  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  9991)     14369.0  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  9992)     14370.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  9993)     14370.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  9994)     14370.3  Rx     1803F401  8  0C 95 08 04 8B 08 0C 00 
  9995)     14370.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  9996)     14371.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  9997)     14372.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  9998)     14372.3  Rx     1807F401  8  00 01 5F A8 02 A0 82 00 
  9999)     14373.2  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10000)     14373.3  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10001)     14374.6  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10002)     14374.9  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10003)     14375.0  Rx     18150181  8  00 00 00 00 00 00 00 00 
 10004)     14375.6  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10005)     14375.6  Rx     1814F401  8  94 08 91 08 91 08 95 08 
 10006)     14376.4  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10007)     14376.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10008)     14377.3  Rx     18150281  8  00 00 00 00 00 00 00 00 
 10009)     14378.2  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10010)     14378.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10011)     14378.3  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 10012)     14379.0  Rx     18130481  8  00 00 00 00 00 00 00 00 
 10013)     14379.7  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10014)     14379.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10015)     14379.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10016)     14380.7  Rx     18410181  8  00 00 00 00 00 00 00 00 
 10017)     14381.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10018)     14382.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10019)     14383.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10020)     14383.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10021)     14383.5  Rx     18110181  8  0C E7 0C EA 0C EA 0C EB 
 10022)     14383.7  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10023)     14384.4  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10024)     14385.1  Rx     18110281  8  0C E7 0C EA 0C E8 0C EC 
 10025)     14385.7  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10026)     14386.2  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10027)     14386.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10028)     14386.4  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10029)     14387.4  Rx     18110381  8  0C EC 0C EB 0C E9 0C E6 
 10030)     14389.1  Rx     18110481  8  0C E2 0C E9 0C EB 0C E9 
 10031)     14390.9  Rx     18110581  8  0C EA 0C E9 0C E8 0C EA 
 10032)     14392.6  Rx     18110681  8  0C E9 0C E9 0C E9 0C E9 
 10033)     14394.9  Rx     18110781  8  0C EA 0C EA 0C EA 0C EA 
 10034)     14396.6  Rx     18110881  8  0C EA 0C EA 0C EA 0C EB 
 10035)     14398.6  Rx     18110981  8  0C EA 0C EA 0C EA 0C E7 
 10036)     14400.6  Rx     18110A81  8  0C E4 0C E9 0C E8 0C EA 
 10037)     14402.5  Rx     18110B81  8  0C E7 0C E7 0C E8 0C EA 
 10038)     14404.6  Rx     18110C81  8  0C E7 0C E7 0C E7 0C E6 
 10039)     14406.6  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 10040)     14408.5  Rx     18130281  6  30 18 08 0D 0C 01 
 10041)     14410.6  Rx     18130381  8  03 36 03 27 00 0A 00 0F 
 10042)     14418.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10043)     14420.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10044)     14420.3  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10045)     14420.4  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10046)     14420.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10047)     14421.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10048)     14421.9  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10049)     14422.1  Rx     1807F401  8  00 01 60 A8 02 A0 82 00 
 10050)     14423.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10051)     14424.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10052)     14424.4  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10053)     14424.5  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10054)     14425.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10055)     14426.3  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10056)     14426.5  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10057)     14427.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10058)     14427.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10059)     14428.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10060)     14429.6  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 10061)     14429.8  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10062)     14430.1  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10063)     14430.3  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10064)     14430.5  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10065)     14431.6  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10066)     14431.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10067)     14432.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10068)     14433.0  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10069)     14434.0  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10070)     14434.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10071)     14434.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10072)     14435.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10073)     14435.9  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10074)     14468.5  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10075)     14469.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10076)     14469.3  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10077)     14470.5  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10078)     14471.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10079)     14471.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10080)     14472.4  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10081)     14472.4  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
 10082)     14473.5  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10083)     14473.7  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10084)     14474.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10085)     14475.2  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10086)     14475.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10087)     14476.9  Rx     18120181  8  03 27 03 29 03 28 03 29 
 10088)     14477.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10089)     14477.2  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10090)     14477.3  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10091)     14477.6  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10092)     14477.6  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10093)     14478.6  Rx     18120281  8  03 29 03 2D 03 29 03 2B 
 10094)     14478.8  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10095)     14478.8  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10096)     14479.7  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10097)     14479.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10098)     14480.9  Rx     18120381  8  03 2C 03 2D 03 32 03 36 
 10099)     14480.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10100)     14481.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10101)     14482.1  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10102)     14483.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10103)     14483.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10104)     14483.7  Rx     18120481  8  03 2B 03 2B 03 2B 03 2C 
 10105)     14484.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10106)     14484.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10107)     14484.8  Rx     18120581  8  03 2E 03 2E 03 28 03 2B 
 10108)     14485.2  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10109)     14485.2  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10110)     14486.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10111)     14487.1  Rx     18120681  8  03 2A 03 2D 03 2A 03 2D 
 10112)     14488.8  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 10113)     14491.1  Rx     18130281  6  30 18 08 0D 0C 01 
 10114)     14492.8  Rx     18130381  8  03 36 03 27 00 0A 00 0F 
 10115)     14518.5  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10116)     14520.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10117)     14520.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10118)     14520.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10119)     14521.0  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10120)     14521.1  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10121)     14522.7  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10122)     14522.7  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
 10123)     14522.8  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10124)     14523.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10125)     14523.7  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10126)     14524.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10127)     14525.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10128)     14525.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10129)     14526.6  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10130)     14526.7  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10131)     14527.2  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10132)     14528.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10133)     14528.9  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10134)     14529.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10135)     14529.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10136)     14529.9  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10137)     14531.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10138)     14531.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10139)     14531.7  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10140)     14532.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10141)     14533.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10142)     14533.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10143)     14534.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10144)     14534.5  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10145)     14535.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10146)     14536.5  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10147)     14568.5  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10148)     14569.8  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10149)     14569.8  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10150)     14571.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 10151)     14571.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10152)     14571.7  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10153)     14571.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10154)     14572.5  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
 10155)     14573.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10156)     14574.1  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10157)     14574.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10158)     14575.1  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10159)     14575.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10160)     14576.1  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10161)     14576.1  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 10162)     14577.0  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10163)     14577.1  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10164)     14578.7  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10165)     14578.7  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10166)     14578.8  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10167)     14579.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10168)     14579.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10169)     14580.4  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10170)     14581.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10171)     14582.4  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10172)     14582.4  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10173)     14583.0  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 10174)     14583.4  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10175)     14583.4  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10176)     14584.4  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10177)     14584.7  Rx     18130281  6  30 18 08 0D 0C 01 
 10178)     14585.4  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10179)     14585.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10180)     14586.4  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10181)     14587.0  Rx     18130381  8  03 36 03 27 00 0A 00 0F 
 10182)     14619.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10183)     14620.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10184)     14620.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10185)     14620.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10186)     14621.0  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10187)     14621.1  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10188)     14621.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10189)     14622.6  Rx     1807F401  8  00 01 60 A8 02 A0 7F 00 
 10190)     14622.7  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10191)     14623.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10192)     14624.6  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10193)     14624.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10194)     14625.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10195)     14625.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10196)     14626.9  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10197)     14626.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10198)     14628.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10199)     14628.0  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10200)     14628.6  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10201)     14629.6  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10202)     14629.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10203)     14630.7  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10204)     14630.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10205)     14631.2  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10206)     14633.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10207)     14633.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10208)     14633.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10209)     14634.8  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10210)     14635.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10211)     14635.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10212)     14635.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10213)     14636.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10214)     14668.7  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10215)     14669.6  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10216)     14669.7  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10217)     14670.9  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10218)     14670.9  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10219)     14671.5  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10220)     14671.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10221)     14672.6  Rx     1807F401  8  00 01 60 A8 02 A0 7F 00 
 10222)     14672.6  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10223)     14674.1  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10224)     14674.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10225)     14675.4  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10226)     14675.4  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10227)     14676.1  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10228)     14676.1  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10229)     14677.1  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10230)     14677.1  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10231)     14678.1  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10232)     14678.1  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10233)     14679.6  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10234)     14680.0  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10235)     14680.6  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10236)     14680.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10237)     14681.7  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10238)     14682.1  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10239)     14682.3  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10240)     14682.7  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 10241)     14683.2  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10242)     14684.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10243)     14684.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10244)     14685.0  Rx     18130281  6  30 18 08 0D 0C 01 
 10245)     14685.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10246)     14685.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10247)     14686.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10248)     14686.7  Rx     18130381  8  03 36 03 27 00 0A 00 0F 
 10249)     14718.3  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10250)     14719.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10251)     14719.4  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10252)     14720.4  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 10253)     14720.4  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10254)     14721.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10255)     14722.4  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10256)     14722.4  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
 10257)     14724.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10258)     14724.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10259)     14724.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10260)     14724.8  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10261)     14724.9  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10262)     14726.9  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10263)     14727.0  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 10264)     14727.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10265)     14727.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10266)     14727.8  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10267)     14728.9  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 10268)     14728.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10269)     14729.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10270)     14730.0  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10271)     14731.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10272)     14731.2  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10273)     14731.8  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10274)     14732.8  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10275)     14732.9  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10276)     14733.9  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10277)     14734.9  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10278)     14734.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10279)     14735.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10280)     14736.3  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10281)     14768.8  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 10282)     14768.8  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 10283)     14770.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 10284)     14770.3  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 10285)     14771.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 10286)     14771.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 10287)     14772.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 10288)     14772.3  Rx     1807F401  8  00 01 60 A8 02 A0 82 00 
 10289)     14774.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 10290)     14774.1  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 10291)     14774.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 10292)     14774.9  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 10293)     14775.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 10294)     14775.9  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 10295)     14776.9  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 10296)     14777.0  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 10297)     14777.9  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 10298)     14778.1  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 10299)     14778.9  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 10300)     14779.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 10301)     14779.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 10302)     14780.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 10303)     14781.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 10304)     14781.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 10305)     14781.7  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 10306)     14782.9  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 10307)     14783.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 10308)     14783.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 10309)     14783.9  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 10310)     14784.0  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 10311)     14784.6  Rx     18130281  6  30 18 08 0D 0C 01 
 10312)     14785.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 10313)     14786.0  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 10314)     14786.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 10315)     14786.9  Rx     18130381  8  03 36 03 27 00 0A 00 0F 
 10316)     14818.7  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
