;$FILEVERSION=1.1
;$STARTTIME=45937.0536003472
;
;   Start time: 07/10/2025 01:17:11.070.0
;   Generated by PCAN-View v5.3.0.942
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
 13586)     19357.8  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13587)     19358.8  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13588)     19374.8  Rx     18150181  8  00 00 00 00 00 00 00 00 
 13589)     19376.8  Rx     18150281  8  00 00 00 00 00 00 00 00 
 13590)     19378.8  Rx     18130481  8  00 00 00 00 00 00 00 00 
 13591)     19380.8  Rx     18410181  8  00 00 00 00 00 00 00 00 
 13592)     19382.8  Rx     18110181  8  0C E7 0C EA 0C EA 0C EB 
 13593)     19384.8  Rx     18110281  8  0C E7 0C EA 0C E8 0C EC 
 13594)     19386.8  Rx     18110381  8  0C EB 0C EB 0C E9 0C E7 
 13595)     19388.8  Rx     18110481  8  0C E2 0C E9 0C EB 0C E9 
 13596)     19390.8  Rx     18110581  8  0C EA 0C E9 0C E8 0C EB 
 13597)     19391.3  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13598)     19391.9  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13599)     19392.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13600)     19392.8  Rx     18110681  8  0C E9 0C E9 0C E9 0C E9 
 13601)     19393.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13602)     19393.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13603)     19394.5  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13604)     19394.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13605)     19394.9  Rx     1807F401  8  00 01 5D A8 02 A0 82 00 
 13606)     19395.1  Rx     18110781  8  0C EA 0C EA 0C EA 0C EA 
 13607)     19395.8  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13608)     19395.9  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13609)     19396.8  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13610)     19397.3  Rx     18110881  8  0C EA 0C EA 0C EA 0C EB 
 13611)     19397.9  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13612)     19397.9  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13613)     19398.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13614)     19398.8  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13615)     19399.0  Rx     18110981  8  0C EA 0C EA 0C EA 0C E8 
 13616)     19399.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13617)     19399.8  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13618)     19400.8  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13619)     19400.8  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13620)     19401.8  Rx     18110A81  8  0C E4 0C E9 0C E9 0C EA 
 13621)     19401.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13622)     19401.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13623)     19402.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13624)     19402.9  Rx     18110B81  8  0C E7 0C E7 0C E8 0C EA 
 13625)     19403.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13626)     19404.0  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13627)     19404.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13628)     19405.0  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13629)     19405.6  Rx     18110C81  8  0C E7 0C E7 0C E7 0C E6 
 13630)     19406.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13631)     19406.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13632)     19407.0  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13633)     19407.3  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 13634)     19407.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13635)     19408.0  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13636)     19408.9  Rx     18130281  6  30 18 08 0D 0C 01 
 13637)     19409.2  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13638)     19411.2  Rx     18130381  8  03 37 03 27 00 0A 00 10 
 13639)     19441.1  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13640)     19441.9  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13641)     19441.9  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13642)     19443.0  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13643)     19443.9  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13644)     19443.9  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13645)     19445.3  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13646)     19445.4  Rx     1807F401  8  00 01 5D A8 02 A0 82 00 
 13647)     19446.7  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13648)     19447.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13649)     19447.7  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13650)     19448.1  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13651)     19448.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13652)     19448.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13653)     19448.9  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13654)     19449.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13655)     19449.9  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13656)     19450.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13657)     19451.0  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13658)     19451.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13659)     19452.1  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13660)     19453.0  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13661)     19453.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13662)     19454.0  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13663)     19454.7  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13664)     19454.8  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13665)     19455.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13666)     19456.8  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13667)     19456.9  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13668)     19457.6  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13669)     19458.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13670)     19458.5  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13671)     19486.8  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 13672)     19488.7  Rx     18130281  6  30 18 08 0D 0C 01 
 13673)     19490.8  Rx     18130381  8  03 37 03 27 00 0A 00 10 
 13674)     19491.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13675)     19491.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13676)     19492.5  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13677)     19493.5  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 13678)     19493.8  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13679)     19494.7  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13680)     19494.9  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13681)     19495.1  Rx     1807F401  8  00 01 5E A8 02 A0 80 00 
 13682)     19496.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13683)     19496.1  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13684)     19496.9  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13685)     19496.9  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13686)     19497.9  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13687)     19498.9  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13688)     19499.0  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 13689)     19499.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13690)     19500.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13691)     19500.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13692)     19501.0  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13693)     19501.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13694)     19501.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13695)     19502.9  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13696)     19504.0  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13697)     19504.0  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13698)     19504.5  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13699)     19505.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13700)     19505.6  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13701)     19506.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13702)     19506.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13703)     19507.8  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13704)     19509.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13705)     19509.9  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13706)     19541.9  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13707)     19542.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13708)     19542.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13709)     19543.0  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13710)     19544.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13711)     19544.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13712)     19544.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13713)     19545.0  Rx     1807F401  8  00 01 5E A8 02 A0 80 00 
 13714)     19546.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13715)     19546.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13716)     19547.0  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13717)     19547.0  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13718)     19548.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13719)     19549.4  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13720)     19549.4  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13721)     19549.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13722)     19550.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13723)     19551.4  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13724)     19551.4  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 13725)     19551.5  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13726)     19552.0  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13727)     19553.0  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13728)     19554.5  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13729)     19554.8  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13730)     19555.8  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13731)     19556.0  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13732)     19556.3  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13733)     19556.3  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13734)     19557.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13735)     19557.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13736)     19558.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13737)     19559.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13738)     19586.8  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 13739)     19588.8  Rx     18130281  6  30 18 08 0D 0C 01 
 13740)     19590.8  Rx     18130381  8  03 37 03 27 00 0A 00 10 
 13741)     19591.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13742)     19592.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13743)     19592.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13744)     19593.3  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13745)     19593.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13746)     19594.0  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13747)     19595.0  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13748)     19595.0  Rx     1807F401  8  00 01 5E A8 02 A0 7F 00 
 13749)     19596.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13750)     19596.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13751)     19596.9  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13752)     19597.0  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13753)     19598.0  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13754)     19599.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13755)     19599.2  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13756)     19600.0  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13757)     19600.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13758)     19601.7  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13759)     19602.1  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13760)     19602.1  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13761)     19602.3  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13762)     19602.9  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13763)     19603.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13764)     19604.0  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13765)     19604.5  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13766)     19605.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13767)     19605.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13768)     19606.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13769)     19607.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13770)     19607.5  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13771)     19608.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13772)     19608.6  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13773)     19641.1  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13774)     19642.1  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13775)     19642.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13776)     19643.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13777)     19643.1  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13778)     19644.0  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13779)     19645.0  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13780)     19645.1  Rx     1807F401  8  00 01 5E A8 02 A0 7F 00 
 13781)     19646.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13782)     19646.1  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13783)     19647.0  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13784)     19647.1  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13785)     19648.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13786)     19648.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13787)     19648.7  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13788)     19650.3  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13789)     19650.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13790)     19650.5  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13791)     19650.8  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13792)     19651.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13793)     19651.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13794)     19652.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13795)     19653.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13796)     19653.9  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13797)     19654.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13798)     19654.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13799)     19655.8  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13800)     19656.6  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13801)     19656.7  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13802)     19657.6  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13803)     19659.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13804)     19659.8  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13805)     19686.8  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 13806)     19688.8  Rx     18130281  6  30 18 08 0D 0C 01 
 13807)     19690.9  Rx     18130381  8  03 37 03 27 00 0A 00 10 
 13808)     19692.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13809)     19692.5  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13810)     19692.5  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13811)     19692.9  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 13812)     19693.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13813)     19694.7  Rx     1805F401  8  0C 93 08 0C 8D 08 01 00 
 13814)     19694.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13815)     19696.3  Rx     1807F401  8  00 01 5E A8 02 A0 7F 00 
 13816)     19696.8  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13817)     19697.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13818)     19697.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13819)     19697.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13820)     19698.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13821)     19698.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13822)     19698.9  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 13823)     19700.3  Rx     1816F401  8  95 08 90 08 91 08 8B 08 
 13824)     19700.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13825)     19700.5  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13826)     19700.9  Rx     1819F401  8  92 08 90 08 92 08 93 08 
 13827)     19702.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13828)     19702.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13829)     19702.9  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13830)     19704.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13831)     19704.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13832)     19705.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13833)     19705.0  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13834)     19705.7  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13835)     19706.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13836)     19706.8  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13837)     19707.7  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13838)     19708.7  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13839)     19708.8  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13840)     19741.0  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13841)     19742.7  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13842)     19743.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13843)     19743.2  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 13844)     19743.9  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13845)     19744.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13846)     19744.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13847)     19745.3  Rx     1807F401  8  00 01 5E A8 02 A0 80 00 
 13848)     19746.2  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13849)     19747.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13850)     19747.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13851)     19747.5  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13852)     19748.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13853)     19748.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13854)     19748.8  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 13855)     19750.3  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13856)     19750.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13857)     19750.4  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13858)     19750.8  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13859)     19751.8  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13860)     19752.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13861)     19752.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13862)     19753.8  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13863)     19753.9  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13864)     19754.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13865)     19756.4  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13866)     19756.4  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13867)     19756.6  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13868)     19757.7  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13869)     19757.7  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13870)     19758.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13871)     19759.4  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13872)     19786.8  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 13873)     19788.8  Rx     18130281  6  30 18 08 0D 0C 01 
 13874)     19790.8  Rx     18130381  8  03 37 03 27 00 0A 00 10 
 13875)     19791.8  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13876)     19791.8  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13877)     19793.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13878)     19793.5  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13879)     19793.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13880)     19794.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13881)     19794.3  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13882)     19795.3  Rx     1807F401  8  00 01 5E A8 02 A0 80 00 
 13883)     19796.2  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13884)     19796.3  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13885)     19797.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13886)     19797.3  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 13887)     19798.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13888)     19798.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13889)     19799.2  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13890)     19799.3  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13891)     19800.6  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 13892)     19800.7  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13893)     19801.6  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13894)     19801.8  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13895)     19802.3  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13896)     19803.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13897)     19803.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13898)     19804.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13899)     19805.5  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13900)     19805.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13901)     19806.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13902)     19806.9  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13903)     19807.6  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 13904)     19807.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 13905)     19807.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 13906)     19809.2  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 13907)     19841.5  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 13908)     19841.8  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 13909)     19842.8  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 13910)     19842.8  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 13911)     19844.1  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 13912)     19844.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 13913)     19845.1  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 13914)     19845.1  Rx     1807F401  8  00 01 5E A8 02 A0 82 00 
 13915)     19846.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 13916)     19846.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 13917)     19847.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 13918)     19847.1  Rx     1812F401  8  93 08 98 08 86 08 90 08 
 13919)     19848.4  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 13920)     19848.6  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 13921)     19849.1  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 13922)     19850.2  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 13923)     19850.4  Rx     1817F401  8  8D 08 91 08 8D 08 92 08 
 13924)     19851.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 13925)     19852.2  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 13926)     19852.3  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 13927)     19852.3  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 13928)     19853.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 13929)     19853.1  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 13930)     19854.1  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 13931)     19855.1  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 13932)     19855.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 13933)     19856.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 13934)     19856.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 13935)     19857.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
